file,transcription
raw-3.pdf_page_12.jpg,"ron partes principales para litigaren el, IAtO0OS
aquellos; que por alguna caula de dependecia les
puede tocar,aunq no ayalido citados nillamados,
Haya tenido noticia de la litis pedótia, yetia es C o
mú, y recibida opinió q funda có muchos S4/g. 4€”
Reg protec.p.g.c.8.1, 3 1o.hisverbis:Tersiajit cócioó
fp0,v: pl eraquefentétia inter alios lata imsoeter. altas
¡actat alys prode/fe, ac noctrecotingit ex propria ul,
(S natura esulde, ab/que aligua (crentrazac cedete,
prout executortalesexpedita cotraillos ,quos nerotidó"
raw-2.pdf_page_1.jpg,"PRIMERA DEL

TESORO

DE LA LENGVA
CASTELLANA: O"
raw-2.pdf_page_11.jpg,"vt NTRE Otras muchas colas con que el hombre; animal racional, fe diferencia de los
A o. demás , QuE carecen derazon , es ler fociable, calidad propia fluya : y quando Dios
Y, =u0anneltro primero Padre, aunque le puío en el Paraiío , tanrico, y enjoyado con
2. aturaleza, y gracia, dixo: Non ef bonum bominem effé folum , faciamus ei adiutoriura
zz + 01. Y embiandoen Adan vn [veño , facol: yna coftilla del coltado, y formó della a Eva:
io -¿¿quelpauntoqueel Señor fe la pulo delante, empesó a regalaríe con lu muger, diziemdule
“a2l mticriofiísimo requiebro: Hoc nunc os de offibies meds, €) caro de carne mea. Deniodo, que

!. .omanicacion de encre los dos, de aJli adelante , fue mediante el lenguage, no adqhirido , ni
'iuentido por ellos, fino infundido del Señor: y con tanta propiedad,que Jos nombres que 4 dan
outo a los animales terreltres, y 2125 2ues , fueron los propios que les comperian : porque cono-
cizndo (is calidades, y propiedades , les di6 a cada vno el que eflencialmente le cor.uenia: que ú
haíts a sora durara la noticia deftas erimologias,no teniamos para que canfarnosen buícar or Fs:
pero defpues del diluuio con la confuñon de lenguas fe oluidó aquella, quedando en fola vna fa-
mia, qus Dios referuo de las demas , para víar de mifericordia con el linage humano, hazicn-
“of. nombre delcendiente de Abrahan, Ifaac, y facob: los quales fe llamaron Hebreos, y fu len-
yu Hebrea: en cda habló Dios a Moyfes, y le efcrinió las Tablas de la Ley: y en ella efcrivlo el
mefmo Moyfes los lioros del Pentateucon , y enella vaticinaron los Proferas; pero quando el
Hita de Diosencarno . vaeftaua mezclada con la Suriaca. y Caldes. LTaomeíno cone tiempo"
raw-2.pdf_page_23.jpg,"cierto vezino de Malag2 : y preguntandole,que llar. La efcufa que damos para no hazer lo que
como le iba. con el nuevo 2.no0, refpondio mal  fenos pide, o demanda; de do nacio e proycr-
aca, y ml alla: jugando del vocablo, malaga, y bio. Achaquesal Y ¡evnes por no avunarle: Á-
malaca. o chaque , vale algunas vezes indifpoticion : que
ACABAR, Lat, finire , terminare, perfi- aun no rinde del todo al paciente, mile derrnc-
cionar, dar fina alguna cola, vale tambien mo-  cacnla cama, fino que la paña en pic. Achaque,
ri=, 2cabam:ento, muerte, vale matar, perfuadir. la denunciacion que fe haze con foplo, para com
Exemplo. No pude acabar con el que bolvicfle:  ponerfe con él, y facarle algun dinero, fin-proce-
acabado, pertecro : y tambien deshecho; y del-  dermasadelante. Achacará vno que ha hecho
ruido. Dixofeacabar, de la palabra capt, que cola 1indevida , es denunciar del por folos indi-
en Cazalan, vale cabeca : la p. febuelveenb. cios, fimaver baftanteo provanca, Achacoto , el
cab, y lepierdedar. Y dela palabra cab. fefor-  queanda en pic con algunas indifpoficiones. 1i-
ma el verbo acabar,que es dar cabega, y perfec-  geras. Achaquiento , el que de poco mal, y con.
cioná la cola: efla tomada la merafora de los poca ocafion fe quexa de qualquiera cofa. Dixo-
efenltores, que aviendo de hazer vna cftarua ,la  feachacolo , quafiacacofo , del nombre Griego
defvaltan primero, y van formando fus miem-  Cazos.Cola mala, qual malato.
bros, y lo poftrero que perficionan es da cabeca, A CHIC AR,rertaxar vna cofa, recogerla,
9 de la palabra cabo , que vale fin, como lercí- y reducirlaá menor forma, vide Chico. Dize yn
pondeel verbo Lacino, finire. El Erancesdize proverbio vulgar, Achica compadre, y llevarcís
acheuer, aba. capite, vide Cabo. la galga, Quando vno miente á lo largo, y def-"
raw-3.pdf_page_5.jpg,"232 /Aqueénoobita dez1r,que elta ratificacion
fue nula,por fer hecha en tiempo mhabil,por eftar,
ya aculado del delito de eftrupo, y le prelume fue
enfraude de la condenacion que efperaua, Porque
relpodemos,q la otra parte el1ja,0 que elta elcritul
ra lea valida, y le efté a ella,como fe deue cltar ,0
que fea nula » y como fino le huuicra otorgado:
porqueíl elige que no valga, quedan firmeslas pri-
metas Quatro Ca rtasde p1ago,que monta 5 S1F7 5 l.
reales,por las razones, y tandamentos que fe han
referido, con que lacinto Gomez efta pagado de"
raw-3.pdf_page_1.jpg,"por ellos, mon fuitpecunta deperdita ed conutr a 17
minoris utilitatem, maxime, auiendole cm pleado
parce de lo pagado, en exercer vn oficio tan hono
co como el de Alguazil delta Coste, y 2 alime
tarea fi, y a lu muger, y en el matrimonio que co
ella contt3x0,como parece, y confia de las cartas
de pago » y dela prouanca hecha por efta parte, y
“por eltas razones quando fuera el miínio do Jacin
to, el que intentara yaleríe del beneficio de larefti
tucion no le le deula conceder, $. penal. en [. gut
bus alienare licet,vel no,DD sn d.l.12 Pupsio 47: l"
raw_1.pdf_page_18.jpg,"Y pa,
PECERA A a ECTS:
a 0 uu Pl
2 A 9 Ss, 3 Y in ""To ds gE-S SE S
EC ESEULERIZIS SERRA UOSSLELDO
2 E T3Zo0. DOS SsZ3c EIA
PRE EP EE ca E
Le . sh
23 44377 3Ss o Y E v7r9203Z38wIS,.oSq
SE voy YY i— 325 U DO Y E Xx. 3.
| YES o vu guvuaAa2 nv9 TS a hol
cu u4uvr. Due D030uUs» S yATDVU O
e 3 >” Z<""»O00 y ""Y Spy Zoo.
2.0 dy i= “on 2 715258 Lou E
SE” AE a 2-3
- 2) Y O y TV Ars as 73 ¿ns 9 ""So... rn S"
raw_1.pdf_page_11.jpg,"VIAZROS

3 4.3 gu
PRE
Sn ASEOS
poOrEZ SEGA
43 rv S
23393843 .,3%
> INICIE
IS REB3Ss a
o 3 233550
y 3.2Z uv sv
38635083 3e
210 20"" 3”
ns O Ó al

= 3”
DECIS EcIN
¿Eo 3 sE228E8

3 fa q
> 3,40"
raw-2.pdf_page_35.jpg,"y aísí valdrá. tanto a-drede coimo a fabiendas.  nacolz Elarad crudo, char prercaido, yo!
Orros dizen que de adietro, porque esmalicia fido. Advertencia, clavifoqueíe da. Adverri-
reníada de atras. | ' oo + MMento no es palzbra tan fada. Inadverzido, el
 ADVANA,, es vna cala pulicicaonde af- mal confiderado, y de poco diféurlo. Inadver-
fte cierro Miniitro del Rey ,ó del Sañor, para tencia, el defcnido, y el no mirar en las colas ni
cobrar los derechos que le pertenecen de lis  cltarenñcllas, o

woreaderias queentran, O pañanpor Íutierra, ADVERE, Antronio de Ncbrixa buelve
Antronio de Neorixa declarando la paladraan-  Limpanum. Dize Vrrea ¿verlo dicho del Aya-
312.2 nombre Griego anterprezarur coactio,  bigo Dejfen 2 werbo Deffife , Y cortina .e defe.
y romangeandolo, dizc: Valor tanto como dua, Pero es cierto venir de la rayz Hebrea, del ver-
9 fervidumbre: y al verbo ansario, coger como bo Daphac ly pulíare : y afsí dezimos comunmén-

para dua ¿6 fervicio: y afsi aduana fera cl lugar te tocar el adufre , 9 el pandero. El Padre

donde fe coge el leryicio que tocaal Señor : y Guadix dize, que e pandero en Arabiso fe

1 mebno fervicio , y aduanero ,el que aísifte a llama Aduph , y tedo viene bien con la rayz

1 cobranga. O:ros dizen que feha deieziridua  Hebtea, | a

12 , del verbo antiguo iduare , que vale dividir; ADWLAR, valelifoncezr ,.y moftrarfe

vorque en cl aduana fe divide, y parreloque obediente, y fubdiro al guíto de orro , conde-

sabe al Señor. Orro3 quieren qne fea Hebreo  cendiendo con todo lo «ue dize , y Luaze, feafe

dona, del nombre don, que vale dominus, qual fo fuere, afsí con palabras como cor ade-"
raw-2.pdf_page_14.jpg,"dal, ¿omo lo refieren muchos Autóres, y lo
pondera fray Tofeph de Siguenga en la vida de
San Geronimo lib. 1. fo1. 16. Algunas vezes la
lerra A. es voz de la tercera perfona del fingular
del vérbo e. as. a. Callellano , que fignifica te-
ner, óaver:yoc,tuas, aque a, Pero algunos
quieren que entonces fca afpirada; y en efto el
vío puede mucho. Exemplo,quicn no fe ayehtu-
rá, noá ventura, fignifica traro de tiempo , Co-
mo no:4 vn:=ño que vineá efta tierra. En nnel-
tra lengua Caftellana firve de propoficion, que
feñala cl cafo dativo , como á Pedro toca el go-
vernar: yotras vezes al cafo aculativo, como yo
amo 4 Dios, refponde al adverbio de lugar 4d
guem como yo voy 4 Roma: y al verbo infiniti-
vo, como voy á comer : vale por interjeccion , Ó
adverbio con que llamamos , como a Dios, a fe-
ñor fulano. Los verbos que fe forman de nom-
bres toman por principio la lerra Á. como, de"
raw-2.pdf_page_13.jpg,"DE LALENGVA
CASTELLANA:"
raw-3.pdf_page_9.jpg,"36 Pera quando diéramos, que lacinto Go-
mez huuiera declarado judicialimente , que todas
as eferieuras de que lu padre le valete otorgaron
en confianca, y delpues de cometido el delito, y q
Los efcriuanos ante quien luenan cltar otorgadas,
pulieron lasfechas delos años antecedentes : aura
enclmundo alguno tan falto de razonque diga, q
fin prouar todo lo contenido en efta declaracion,
no fe les ha de dar fe, ni credito a las dichas elcritul
ras? no es de creer, ni fe dene preflumir le huuiefe,"
raw_1.pdf_page_12.jpg,"To SCA AL ""'Q oé e ""a a
CIEN ADA CUANTAS
EROTICAS «a UOogQu0o U a. uv o Y E
e- y O CENERZZ y LS OS Dutra
E Vo *QAOZOZUTOO?-EXZO Loy
IIA EQÉ£33038 38
EX «00 ULgO>30 go ex3a3dln3ós
DÍLÉSESER UM LS uo uyal -

3UsSNBg«J3Y a Epa e. 9G.U,Y > A E
Soa35 Qi vo Xi mat ds y palas FO E
""« A0,4.Ó 3033 QU Y 38
YU UA y Ae SE 30>yUu “yy Es
“Jj” Y a 3 VS > na. y Y E-TEN -9 y O

TÚ mor... 3 ve De SEEZUa
hu O M y Y 53) ""uu"" y= e O 3.9
A vu y voi O uw Ó — VU yu v.%
2 EZ 3>85<0 Sw. ECN ERE y E
LAA DA DA ES ES vo ETESO
== ESEO == 30.3 711002303%37., _ -2. 304
EE IES:
>» 6N0a.U = DAA 06M Yo O 3 ""3 Uy
AE EEN A
A A ARCA TM MT
Su. «¿Uno ya E Y) > O ud"
raw-2.pdf_page_34.jpg,"que fe le ofrece *, hafta quietarle con el conoc:-
nicnro de ly yerdad, De aqui fe nficres que el
hombre étie no fe admira de nada, Ó tiene cono-
cimiento de las caufas de todos los efcétos ( Sed
quis eft ¡fte , 07 Lestabivs:ss cum ) Ó estan rerrel-
tre, que en ninguna cofa repara , tales fon los
fimples,e(tupidos, y mentecaptos. Horacio Fla-
cco lib. 1. epiftolarum , epitt. 6. le da principio
con eltas palabras que hazé a nueftro propofito,
Nibil admirari.prope tes ed vna Numici,
Solaque que pafsis facere , 27 fervare bestuim-
Lo qual ¡miró nueftro ¡luítre Garcilaflo en vna
epiftola queefcrivió a Bofcan.
El no maravillafe hombre de tada
Me parece Bofcán fer vna cofa,
Que bafia a darnos vida defcanfada, Tc,
'ADOBAR, qual adaptar ; reparar , con-
cercar alguna cofa que eftáa mal parada : algunas
werechomiica fazonar el manjar , como carnero"
raw-2.pdf_page_26.jpg,"azúela», unude el faoraJor jar, errd con elag2-  doentales tores y, 1OS aciSTaciados y Y Mall
don, y dincren en el tamaño ran folamehte; cos grados Autores dellas. Fuera dieltas ocafione
mo figur, vifiguoron; tinaja, y tinajon : y lazer- ninguno fe coronana del Croco , y afeido di:
minació don acrecienca lafizniicacion:noem-  Plin. lib, 211c,6. vÍnseiusin coronis nufqu:
barganre efto, parece fer nombre Hebreo, maar. —Ántignamente fue muy eliimado clagafren q]
fra, fecuris,, vel afera: quiead la m, y dira adfar, — lecrisuaen Sicilia, particularmente o: quen,
inde atfada, y corruptamen:e agada, y agadon: cizen el monte Corycio , y afsi: lo encareca
la m, fe pone de ordinario en todos los nóbres Marcialen vn epigrama que efcrinca Diad:
inftruuentales. V na amittad rá arraygada que  mecuo,lib. 3.epig, 65
es tenida por diiculcofa de difolverfe : dezrmos Guod fpirat tenera y alum mordente puella,
queno la apartara fino la pala , y el acadon, Quad de Corycio que venit aura Croco,
cu fiznincan la muerte , porque fon losinftru- Lo mefmo repite, líbr. 10. cpi2. 9.
mientes para abrir, y cerrárda fepulsura. Lafja, quacd externi Jpirant opobalfana drasci
ACADONERO , el que cava la exerra V ltima Corytio, que cadit aura Croco.
con cl azadon, yen la guerra fon cierra gente de He comunicado la Etimología del nombr
feruicio, de los que llaman gaftadores. Acado-  aqafrancon grandes Arabigos , y concuerdar
nad2, el golpe que fe da con el agadon, y para  nofer prop:0, porque no tiene rayz de verbo,
0 A A A A A PRO as enmmamjin a Tirmrnmo JTrlarfneo 17 Arahace. mw mm"
raw_1.pdf_page_4.jpg,"LR pe. AD Uli PAS Y ES] “A A, T 7 3 -N É)
EROS ERE SL IAE
2385 Pe aus EA EE
9 o up Y j ¡cmo Lí e - Ls e vá (9) Q y y?
ESTARIA NS “1035720 49m
S 03% VUANRO.D 230020 Ú>as TR ,.0 ER
ERAN lo cr Pci et E
vo"" OARO EOS E JE a 9 gx 30 E
= AO. RR SH “0.9 « Q «y 922314 GRIS
IES A RE
ma OZ ¿“IEA Das AREAS arcas
SOU >= os Sos 08% uy ec 86 0 135.0:
0032 -3IDTRALSZa7 Boas ASEO IU A OA
382 ¡Lol oe EAN AGA Bao go
EEES RIERA IEEE E
CEN IEEE A 3S uu. E um
3QuSs:2.3 JINETES
E“ ES3ZÍ 4 Sr. E 7""TDZ30 y q AE > > e
._. —D =x rn SO 3 » y “Y qh ""e Q y A LD 2.0
v=E Lutz ESVUIOEdIAO 2039459 A:
""at O sy «,. > na e 3 + 24 CEN. Y 7 A nn dd dd». O Nur q"
raw_1.pdf_page_6.jpg,"KN y — ARS 'A TT To: > TT - dd » - a. = am.
Guo. e Y o AO JA A Y Ñ
AHRRERERES E ERECE DONSIASUE
o 2 0 , Y
as SERE E notus o Ur“
ES 2D In o u nm >, YN 3 e”
00 7D. aa 3 3 e 3 Y o ts E Lo.
a n LU e SERE TEZLA>S a Z ed. vs a pu Es,
ROS sE SS 3 -, 9 er ZSZRAEEDOOWO
TE CIC AS MN AS
RAR 05d ESDL CA
(Q Du 0D La DO 3.0 JC ee
3 O Zv..uny >. 3 — RQ YN Fay A Su
SB. 2 y un ora 3 - == 033.209
LA Q — par ge E ”S Qs O e S 3 o ""ap A> ao Y ena ""a e) der
2 DTD SOS EGRESADO E CES eo
Su SNS reco Due 3 DOSER. E. Da
AE 3 0-=353250""ms220 0 S >La o o],
n Eo 900 No Os a m a . >» Tio gssu
rd Mn ""a, 4 la ES 0.0 > Y o0O0?2a
Ii E SE
CET AECE E BASE 8d
o. LJLEZOS ”E0,0 2"" 03v == =R.LDtipeo.o mos"
raw-3.pdf_page_14.jpg,"115,18 pro vegit1ma parte por MorLen palres, j1is
ecocrentur,glo. Panor. O alys 1 cap. 2.de ácnidh.pue
ror.Bald in l. [1 qua pena,per textz 101, ff de his qu8
fun: fuisosl, Bart. iml.1.5. fi impubers, ff. de coll. y
cito es en tanto cierto, que aun el ylutruto que to
Ca al padece en los bienes del hijo,nofe le puede qui
tar para pagar la dicha pena, Cacher.decif. 9 4. per
bol Dert.cof.49 pertot.Pere.sn tradt.de surefif.ltb. 5 ¿
2.128.La(.de vir.pat. poteftlib.r.cap.3,1. 36."
raw-2.pdf_page_9.jpg,"Or quanto por partede vos Benito Remigio, Religiofo de la Orden
P de los Clerigos Regulares Menores ; nos fue ficha relación ata
des compuefto vnas Adicciones; y muchas cofas cuiriofas, y necellari.
para añadir en vnlibro intitulado Toro aela Lengua Caftellara , com-
pueíto porel Licenciado Don Sebaftian de Couarriunas y Orozco; y por-
que cl aichio Libro no fe hallava alprelente , y era muy vol, yprouecho-
fo, ylasdichus Adiccionesque teniades que añadir a él,os auian coftado
mucho cuydado, y defvelo;en cuya atencion nos fuplicafteis os mand.f-
femos conceder licencia para darle ala etampa,y prrviloglopordhz años,
ocomola nueñtra mercedtuele,lo qual vito por losdel Confe¡o,por qua:.-"
raw_1.pdf_page_10.jpg,"an Y bo
ARE REIR
Sy PISADO O O
EY -eI22 EJSZS
JERIA ICI
Sy PERU IEA
330223 So due
JE IRSE
QESs5S520 3 SAS
3SE2S32a 220”
2» OU BCE
SEDE
SERE AOS
2338 LOL D22w<
o S.URODISOR IA ES
KE-ALERII"
